Periodo,Grupo,Categoria,Actividad,Sexo,hh:mm,L.i.,L.s.,cve %
2016-09_2017-08,Regiones,Bogotá,Vida social,Hombre,2:36:00,2:27:00,2:44:00,2.85947020087132
2016-09_2017-08,Regiones,Bogotá,Vida social,Mujer,2:35:00,2:26:00,2:44:00,2.95951512535567
2016-09_2017-08,Regiones,Bogotá,"Vida cultural, aficiones o deporte",Total,2:03:00,1:57:00,2:10:00,2.74855483972627
2016-09_2017-08,Regiones,Bogotá,"Vida cultural, aficiones o deporte",Hombre,2:05:00,1:59:00,2:12:00,2.72937412700544
2016-09_2017-08,Regiones,Bogotá,"Vida cultural, aficiones o deporte",Mujer,2:00:00,1:51:00,2:09:00,3.78691274219476
2016-09_2017-08,Regiones,Bogotá,Uso de medios de comunicación,Total,3:55:00,3:51:00,4:00:00,1.02790577270832
2016-09_2017-08,Regiones,Bogotá,Uso de medios de comunicación,Hombre,3:59:00,3:54:00,4:04:00,1.11187737964481
2016-09_2017-08,Regiones,Bogotá,Uso de medios de comunicación,Mujer,3:52:00,3:47:00,3:57:00,1.14550951426109
2016-09_2017-08,Regiones,Bogotá,Actividades de cuidado personal,Total,9:30:00,9:26:00,9:33:00,0.278139714031033
2016-09_2017-08,Regiones,Bogotá,Actividades de cuidado personal,Hombre,9:23:00,9:20:00,9:27:00,0.319211741122655
2016-09_2017-08,Regiones,Bogotá,Actividades de cuidado personal,Mujer,9:35:00,9:32:00,9:39:00,0.311088096502442
2016-09_2017-08,Regiones,Bogotá,Vida religiosa,Total,0:59:00,0:55:00,1:03:00,3.37520402233833
2016-09_2017-08,Regiones,Bogotá,Vida religiosa,Hombre,1:01:00,0:55:00,1:06:00,4.64752578822439
2016-09_2017-08,Regiones,Bogotá,Vida religiosa,Mujer,0:59:00,0:55:00,1:03:00,3.36586486526124
2016-09_2017-08,Regiones,Bogotá,Actividades conexas a las actividades personales,Total,1:23:00,1:18:00,1:27:00,2.67405388406898
2016-09_2017-08,Regiones,Bogotá,Actividades conexas a las actividades personales,Hombre,1:21:00,1:15:00,1:26:00,3.45459560403086
2016-09_2017-08,Regiones,Bogotá,Actividades conexas a las actividades personales,Mujer,1:25:00,1:19:00,1:30:00,3.18110853324068
2016-09_2017-08,Regiones,San Andrés,Actividades personales,Total,16:21:00,16:00:00,16:41:00,1.06716650869336
2016-09_2017-08,Regiones,San Andrés,Actividades personales,Hombre,16:44:00,16:20:00,17:07:00,1.18989674669554
2016-09_2017-08,Regiones,San Andrés,Actividades personales,Mujer,15:59:00,15:34:00,16:24:00,1.31433109636309
2016-09_2017-08,Regiones,San Andrés,Educación y formación,Total,5:45:00,5:17:00,6:13:00,4.15412747911759
2016-09_2017-08,Regiones,San Andrés,Educación y formación,Hombre,5:45:00,5:10:00,6:21:00,5.27064884417093
2016-09_2017-08,Regiones,San Andrés,Educación y formación,Mujer,5:44:00,5:07:00,6:21:00,5.55240754260741
2016-09_2017-08,Regiones,San Andrés,Vida social,Total,1:30:00,1:23:00,1:37:00,3.76589114508005
2016-09_2017-08,Regiones,San Andrés,Vida social,Hombre,1:38:00,1:30:00,1:47:00,4.23286908903371
2016-09_2017-08,Regiones,San Andrés,Vida social,Mujer,1:21:00,1:14:00,1:29:00,4.62727004082432
2016-09_2017-08,Regiones,San Andrés,"Vida cultural, aficiones o deporte",Total,2:02:00,1:50:00,2:14:00,4.98307060653424
2016-09_2017-08,Regiones,San Andrés,"Vida cultural, aficiones o deporte",Hombre,2:07:00,1:54:00,2:20:00,5.31107401224226
2016-09_2017-08,Regiones,San Andrés,"Vida cultural, aficiones o deporte",Mujer,1:52:00,1:37:00,2:07:00,6.78738908760513
2016-09_2017-08,Regiones,San Andrés,Uso de medios de comunicación,Total,4:54:00,4:42:00,5:05:00,1.95077508330903
2016-09_2017-08,Regiones,San Andrés,Uso de medios de comunicación,Hombre,5:04:00,4:50:00,5:17:00,2.25750471022693
2016-09_2017-08,Regiones,San Andrés,Uso de medios de comunicación,Mujer,4:44:00,4:32:00,4:57:00,2.23750026989124
2016-09_2017-08,Regiones,San Andrés,Actividades de cuidado personal,Total,9:52:00,9:40:00,10:04:00,1.0422808523721
2016-09_2017-08,Regiones,San Andrés,Actividades de cuidado personal,Hombre,9:51:00,9:38:00,10:03:00,1.10104281942066
2016-09_2017-08,Regiones,San Andrés,Actividades de cuidado personal,Mujer,9:54:00,9:40:00,10:08:00,1.18146806720623
2016-09_2017-08,Regiones,San Andrés,Vida religiosa,Total,0:53:00,0:45:00,1:01:00,7.43473084705789
2016-09_2017-08,Regiones,San Andrés,Vida religiosa,Hombre,0:56:00,0:45:00,1:07:00,10.225235106359
2016-09_2017-08,Regiones,San Andrés,Vida religiosa,Mujer,0:51:00,0:44:00,0:59:00,7.80910372812186
2016-09_2017-08,Regiones,San Andrés,Actividades conexas a las actividades personales,Total,0:30:00,0:23:00,0:36:00,11.281035074681
2016-09_2017-08,Regiones,San Andrés,Actividades conexas a las actividades personales,Hombre,0:34:00,0:22:00,0:46:00,17.9613834039652
2016-09_2017-08,Regiones,San Andrés,Actividades conexas a las actividades personales,Mujer,0:25:00,0:23:00,0:26:00,3.50922583772547
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades personales,Total,22:05:00,21:59:00,22:12:00,0.244058125684426
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades personales,Hombre,22:09:00,22:01:00,22:16:00,0.274074380598737
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades personales,Mujer,22:02:00,21:53:00,22:11:00,0.341368446131859
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Educación y formación,Total,6:25:00,6:17:00,6:32:00,0.969041970648322
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Educación y formación,Hombre,6:20:00,6:11:00,6:29:00,1.20460381187239
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Educación y formación,Mujer,6:30:00,6:22:00,6:38:00,1.09172284126963
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Vida social,Total,2:19:00,2:17:00,2:22:00,0.949415794713573
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Vida social,Hombre,2:20:00,2:17:00,2:23:00,1.20106168947907
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Vida social,Mujer,2:19:00,2:15:00,2:22:00,1.19739624979552
2016-09_2017-08,Grupos de edad,De 10 a 17 años,"Vida cultural, aficiones o deporte",Total,2:10:00,2:07:00,2:14:00,1.26456348842818
2016-09_2017-08,Grupos de edad,De 10 a 17 años,"Vida cultural, aficiones o deporte",Hombre,2:15:00,2:11:00,2:18:00,1.39610045745514
2016-09_2017-08,Grupos de edad,De 10 a 17 años,"Vida cultural, aficiones o deporte",Mujer,2:00:00,1:55:00,2:05:00,2.25158718393126
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Uso de medios de comunicación,Total,4:12:00,4:08:00,4:15:00,0.791010889919756
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Uso de medios de comunicación,Hombre,4:12:00,4:08:00,4:17:00,0.955062047192072
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Uso de medios de comunicación,Mujer,4:11:00,4:06:00,4:15:00,1.01220161976618
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades de cuidado personal,Total,11:30:00,11:26:00,11:34:00,0.284223047674939
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades de cuidado personal,Hombre,11:21:00,11:17:00,11:26:00,0.336537221448734
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades de cuidado personal,Mujer,11:41:00,11:36:00,11:45:00,0.344357873731061
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Vida religiosa,Total,0:50:00,0:45:00,0:54:00,4.90067882849352
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Vida religiosa,Hombre,0:52:00,0:45:00,0:58:00,6.40790024073861
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Vida religiosa,Mujer,0:48:00,0:43:00,0:53:00,5.20737805439005
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades conexas a las actividades personales,Total,0:47:00,0:46:00,0:49:00,1.97830570685533
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades conexas a las actividades personales,Hombre,0:47:00,0:45:00,0:49:00,2.63297292542207
2016-09_2017-08,Grupos de edad,De 10 a 17 años,Actividades conexas a las actividades personales,Mujer,0:48:00,0:46:00,0:50:00,2.46294367863601
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades personales,Total,17:41:00,17:35:00,17:46:00,0.283276725271218
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades personales,Hombre,17:55:00,17:47:00,18:04:00,0.397334886820576
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades personales,Mujer,17:26:00,17:20:00,17:33:00,0.31487464255582
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Educación y formación,Total,5:59:00,5:51:00,6:06:00,1.08493676880443
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Educación y formación,Hombre,6:04:00,5:53:00,6:15:00,1.53240922661302
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Educación y formación,Mujer,5:53:00,5:44:00,6:03:00,1.38957054905234
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Vida social,Total,2:24:00,2:22:00,2:27:00,0.967099888349579
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Vida social,Hombre,2:31:00,2:28:00,2:35:00,1.14198077063068
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Vida social,Mujer,2:17:00,2:14:00,2:20:00,1.09985007968767
2016-09_2017-08,Grupos de edad,De 18 a 29 años,"Vida cultural, aficiones o deporte",Total,1:59:00,1:56:00,2:01:00,1.21575955187065
2016-09_2017-08,Grupos de edad,De 18 a 29 años,"Vida cultural, aficiones o deporte",Hombre,2:01:00,1:58:00,2:05:00,1.39716035536579
2016-09_2017-08,Grupos de edad,De 18 a 29 años,"Vida cultural, aficiones o deporte",Mujer,1:52:00,1:48:00,1:57:00,1.99730776094858
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Uso de medios de comunicación,Total,3:54:00,3:51:00,3:58:00,0.684909256924883
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Uso de medios de comunicación,Hombre,4:04:00,4:00:00,4:09:00,0.940633091493716
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Uso de medios de comunicación,Mujer,3:45:00,3:41:00,3:48:00,0.781234212550881
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades de cuidado personal,Total,10:30:00,10:27:00,10:33:00,0.214993376274078
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades de cuidado personal,Hombre,10:21:00,10:17:00,10:24:00,0.294194982449158
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades de cuidado personal,Mujer,10:39:00,10:36:00,10:42:00,0.252642424571899
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Vida religiosa,Total,0:42:00,0:39:00,0:44:00,3.11933405304711
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Vida religiosa,Hombre,0:43:00,0:39:00,0:47:00,4.85692111839429
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Vida religiosa,Mujer,0:41:00,0:38:00,0:44:00,3.72292018059227
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades conexas a las actividades personales,Total,1:26:00,1:22:00,1:31:00,2.71434668849119
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades conexas a las actividades personales,Hombre,1:23:00,1:17:00,1:29:00,3.70668956191325
2016-09_2017-08,Grupos de edad,De 18 a 29 años,Actividades conexas a las actividades personales,Mujer,1:30:00,1:24:00,1:35:00,3.14872638577653
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades personales,Total,15:41:00,15:35:00,15:47:00,0.332905968698356
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades personales,Hombre,15:47:00,15:39:00,15:56:00,0.44350063779686
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades personales,Mujer,15:35:00,15:29:00,15:42:00,0.358191688022505
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Educación y formación,Total,4:06:00,3:54:00,4:19:00,2.58113002819949
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Educación y formación,Hombre,4:04:00,3:44:00,4:23:00,4.06125170337653
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Educación y formación,Mujer,4:08:00,3:52:00,4:24:00,3.28356954329151
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Vida social,Total,2:13:00,2:10:00,2:15:00,1.08228807509304
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Vida social,Hombre,2:17:00,2:13:00,2:20:00,1.36756950703431
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Vida social,Mujer,2:09:00,2:05:00,2:12:00,1.2778574920915
2016-09_2017-08,Grupos de edad,De 30 a 39 años,"Vida cultural, aficiones o deporte",Total,1:51:00,1:46:00,1:56:00,2.30347786196338
2016-09_2017-08,Grupos de edad,De 30 a 39 años,"Vida cultural, aficiones o deporte",Hombre,1:55:00,1:49:00,2:01:00,2.62038616232315
2016-09_2017-08,Grupos de edad,De 30 a 39 años,"Vida cultural, aficiones o deporte",Mujer,1:44:00,1:38:00,1:51:00,3.35815739259325
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Uso de medios de comunicación,Total,3:34:00,3:30:00,3:38:00,0.929760840218567
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Uso de medios de comunicación,Hombre,3:39:00,3:34:00,3:44:00,1.19509973808213
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Uso de medios de comunicación,Mujer,3:29:00,3:25:00,3:33:00,1.07153945870948
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades de cuidado personal,Total,10:05:00,10:02:00,10:08:00,0.235562513643808
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades de cuidado personal,Hombre,9:59:00,9:55:00,10:03:00,0.34801436089786
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades de cuidado personal,Mujer,10:10:00,10:07:00,10:13:00,0.261995577095841
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Vida religiosa,Total,0:44:00,0:42:00,0:47:00,3.11916437457735
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Vida religiosa,Hombre,0:43:00,0:39:00,0:48:00,5.21377080281242
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Vida religiosa,Mujer,0:45:00,0:42:00,0:48:00,3.29111434010863
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades conexas a las actividades personales,Total,1:24:00,1:14:00,1:33:00,5.81062314499438
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades conexas a las actividades personales,Hombre,1:19:00,1:07:00,1:32:00,8.14776361368359
2016-09_2017-08,Grupos de edad,De 30 a 39 años,Actividades conexas a las actividades personales,Mujer,1:27:00,1:14:00,1:39:00,7.42774444208276
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades personales,Total,15:27:00,15:21:00,15:32:00,0.294649762737658
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades personales,Hombre,15:32:00,15:25:00,15:39:00,0.403032888599753
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades personales,Mujer,15:22:00,15:15:00,15:29:00,0.366619467158676
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Educación y formación,Total,3:41:00,3:20:00,4:02:00,4.85421682625679
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Educación y formación,Hombre,3:31:00,3:06:00,3:55:00,5.9174376243013
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Educación y formación,Mujer,3:49:00,3:17:00,4:20:00,7.00699018115534
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Vida social,Total,2:13:00,2:10:00,2:16:00,1.11014580359736
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Vida social,Hombre,2:18:00,2:14:00,2:21:00,1.40891942207275
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Vida social,Mujer,2:08:00,2:05:00,2:12:00,1.31707127520575
2016-09_2017-08,Grupos de edad,De 40 a 49 años,"Vida cultural, aficiones o deporte",Total,1:52:00,1:46:00,1:58:00,2.74643911218882
2016-09_2017-08,Grupos de edad,De 40 a 49 años,"Vida cultural, aficiones o deporte",Hombre,1:58:00,1:52:00,2:05:00,2.91792163330144
2016-09_2017-08,Grupos de edad,De 40 a 49 años,"Vida cultural, aficiones o deporte",Mujer,1:41:00,1:32:00,1:49:00,4.36811037817473
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Uso de medios de comunicación,Total,3:24:00,3:21:00,3:27:00,0.788435369207521
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Uso de medios de comunicación,Hombre,3:28:00,3:24:00,3:31:00,0.944291208422933
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Uso de medios de comunicación,Mujer,3:21:00,3:16:00,3:25:00,1.10839183523714
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades de cuidado personal,Total,10:05:00,10:02:00,10:08:00,0.264116233349352
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades de cuidado personal,Hombre,10:01:00,9:57:00,10:05:00,0.349165835955027
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades de cuidado personal,Mujer,10:09:00,10:05:00,10:13:00,0.333001234833398
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Vida religiosa,Total,0:46:00,0:43:00,0:48:00,2.77686370700477
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Vida religiosa,Hombre,0:44:00,0:41:00,0:48:00,3.89857895123933
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Vida religiosa,Mujer,0:47:00,0:44:00,0:50:00,3.12668936984184
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades conexas a las actividades personales,Total,1:32:00,1:19:00,1:46:00,7.57869955412173
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades conexas a las actividades personales,Hombre,1:38:00,1:16:00,2:01:00,11.5964864289288
2016-09_2017-08,Grupos de edad,De 40 a 49 años,Actividades conexas a las actividades personales,Mujer,1:28:00,1:13:00,1:44:00,9.05409672453284
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades personales,Total,15:33:00,15:28:00,15:39:00,0.313082166416312
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades personales,Hombre,15:28:00,15:20:00,15:36:00,0.431452067911193
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades personales,Mujer,15:38:00,15:31:00,15:45:00,0.390165572406584
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Educación y formación,Total,3:17:00,2:46:00,3:49:00,8.09115122675976
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Educación y formación,Hombre,3:24:00,2:23:00,4:25:00,15.255504015324
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Educación y formación,Mujer,3:13:00,2:39:00,3:46:00,8.8535116069265
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Vida social,Total,2:14:00,2:11:00,2:16:00,1.07826417434105
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Vida social,Hombre,2:16:00,2:13:00,2:20:00,1.42245887852691
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Vida social,Mujer,2:11:00,2:08:00,2:14:00,1.23250499464454
2016-09_2017-08,Grupos de edad,De 50 a 59 años,"Vida cultural, aficiones o deporte",Total,1:42:00,1:35:00,1:48:00,3.21866122325634
2016-09_2017-08,Grupos de edad,De 50 a 59 años,"Vida cultural, aficiones o deporte",Hombre,1:45:00,1:35:00,1:55:00,4.73752353286018
2016-09_2017-08,Grupos de edad,De 50 a 59 años,"Vida cultural, aficiones o deporte",Mujer,1:37:00,1:30:00,1:44:00,3.64829350419721
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Uso de medios de comunicación,Total,3:22:00,3:19:00,3:25:00,0.832661104147264
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Uso de medios de comunicación,Hombre,3:25:00,3:20:00,3:30:00,1.25478692576518
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Uso de medios de comunicación,Mujer,3:19:00,3:16:00,3:23:00,0.97554018850465
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades de cuidado personal,Total,10:13:00,10:10:00,10:16:00,0.281871288600586
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades de cuidado personal,Hombre,10:08:00,10:04:00,10:13:00,0.383814274621205
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades de cuidado personal,Mujer,10:17:00,10:13:00,10:22:00,0.35741239024876
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Vida religiosa,Total,0:48:00,0:46:00,0:51:00,2.24273084744753
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Vida religiosa,Hombre,0:43:00,0:40:00,0:46:00,3.73557258189471
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Vida religiosa,Mujer,0:51:00,0:48:00,0:54:00,2.580443777728
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades conexas a las actividades personales,Total,1:35:00,1:10:00,2:00:00,13.4844959179509
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades conexas a las actividades personales,Hombre,1:23:00,1:08:00,1:38:00,9.27297182413375
2016-09_2017-08,Grupos de edad,De 50 a 59 años,Actividades conexas a las actividades personales,Mujer,1:43:00,1:03:00,2:23:00,19.8242136781711
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades personales,Total,16:56:00,16:50:00,17:02:00,0.309062422167827
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades personales,Hombre,16:59:00,16:51:00,17:08:00,0.428545201370604
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades personales,Mujer,16:53:00,16:46:00,17:00:00,0.353803313526779
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Educación y formación,Total,2:57:00,2:20:00,3:35:00,10.7846232573995
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Educación y formación,Hombre,3:26:00,2:28:00,4:24:00,14.3883370662191
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Educación y formación,Mujer,2:44:00,2:10:00,3:18:00,10.5902558427989
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Vida social,Total,2:22:00,2:18:00,2:25:00,1.23534288239601
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Vida social,Hombre,2:27:00,2:22:00,2:31:00,1.56588688833094
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Vida social,Mujer,2:18:00,2:14:00,2:21:00,1.35193764199387
2016-09_2017-08,Grupos de edad,De 60 a 75 años,"Vida cultural, aficiones o deporte",Total,1:42:00,1:35:00,1:48:00,3.21500999957547
2016-09_2017-08,Grupos de edad,De 60 a 75 años,"Vida cultural, aficiones o deporte",Hombre,1:48:00,1:38:00,1:59:00,4.79359279215984
2016-09_2017-08,Grupos de edad,De 60 a 75 años,"Vida cultural, aficiones o deporte",Mujer,1:33:00,1:27:00,1:39:00,3.43069669794454
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Uso de medios de comunicación,Total,3:35:00,3:32:00,3:38:00,0.799198222366981
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Uso de medios de comunicación,Hombre,3:41:00,3:36:00,3:46:00,1.1257077783946
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Uso de medios de comunicación,Mujer,3:30:00,3:26:00,3:34:00,0.974556764045576
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades de cuidado personal,Total,11:08:00,11:04:00,11:13:00,0.322424448475337
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades de cuidado personal,Hombre,11:07:00,11:01:00,11:13:00,0.44421038946478
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades de cuidado personal,Mujer,11:09:00,11:04:00,11:15:00,0.386595257446562
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Vida religiosa,Total,0:53:00,0:51:00,0:55:00,1.90744880721339
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Vida religiosa,Hombre,0:49:00,0:46:00,0:53:00,4.01547155071811
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Vida religiosa,Mujer,0:55:00,0:54:00,0:57:00,1.78222685339851
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades conexas a las actividades personales,Total,1:27:00,1:14:00,1:40:00,7.52007613319654
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades conexas a las actividades personales,Hombre,1:29:00,1:10:00,1:47:00,10.8025440389098
2016-09_2017-08,Grupos de edad,De 60 a 75 años,Actividades conexas a las actividades personales,Mujer,1:26:00,1:09:00,1:43:00,9.86662427307645
2016-09_2017-08,Grupos de edad,De 76 años y más,Actividades personales,Total,19:17:00,19:05:00,19:28:00,0.509428046323835
2016-09_2017-08,Grupos de edad,De 76 años y más,Actividades personales,Hombre,19:27:00,19:09:00,19:45:00,0.780479262708337
2016-09_2017-08,Grupos de edad,De 76 años y más,Actividades personales,Mujer,19:09:00,18:54:00,19:23:00,0.654237276249782
2016-09_2017-08,Grupos de edad,De 76 años y más,Educación y formación,Total,2:03:00,1:15:00,2:51:00,19.8600543001909
2016-09_2017-08,Grupos de edad,De 76 años y más,Educación y formación,Hombre,2:03:00,1:15:00,2:51:00,19.8600543001909
2016-09_2017-08,Grupos de edad,De 76 años y más,Educación y formación,Mujer,2:03:00,1:15:00,2:51:00,19.8600543001909
2016-09_2017-08,Grupos de edad,De 76 años y más,Vida social,Total,2:27:00,2:23:00,2:31:00,1.42552225197689
2016-09_2017-08,Grupos de edad,De 76 años y más,Vida social,Hombre,2:34:00,2:27:00,2:40:00,2.10516842371884
2016-09_2017-08,Grupos de edad,De 76 años y más,Vida social,Mujer,2:22:00,2:18:00,2:27:00,1.69688419579124
2016-09_2017-08,Grupos de edad,De 76 años y más,"Vida cultural, aficiones o deporte",Total,1:46:00,1:32:00,2:00:00,6.53452105712719
2016-09_2017-08,Grupos de edad,De 76 años y más,"Vida cultural, aficiones o deporte",Hombre,1:56:00,1:34:00,2:17:00,9.35469658205047
2016-09_2017-08,Grupos de edad,De 76 años y más,"Vida cultural, aficiones o deporte",Mujer,1:35:00,1:21:00,1:50:00,7.80104130869226
2016-09_2017-08,Grupos de edad,De 76 años y más,Uso de medios de comunicación,Total,3:44:00,3:39:00,3:50:00,1.24014830482897
2016-09_2017-08,Grupos de edad,De 76 años y más,Uso de medios de comunicación,Hombre,3:52:00,3:44:00,4:00:00,1.6753409256107
2016-09_2017-08,Grupos de edad,De 76 años y más,Uso de medios de comunicación,Mujer,3:38:00,3:32:00,3:45:00,1.58496635541338
2016-09_2017-08,Grupos de edad,De 76 años y más,Actividades de cuidado personal,Total,13:35:00,13:22:00,13:47:00,0.780604605295408
2016-09_2017-08,Grupos de edad,De 76 años y más,Actividades de cuidado personal,Hombre,13:43:00,13:19:00,14:07:00,1.47056495938308
2016-09_2017-08,Grupos de edad,De 76 años y más,Actividades de cuidado personal,Mujer,13:29:00,13:17:00,13:40:00,0.740519596914555
2016-09_2017-08,Grupos de edad,De 76 años y más,Vida religiosa,Total,0:56:00,0:54:00,0:59:00,2.23524207569576
2016-09_2017-08,Grupos de edad,De 76 años y más,Vida religiosa,Hombre,0:47:00,0:44:00,0:51:00,3.77151485108728
2016-09_2017-08,Grupos de edad,De 76 años y más,Vida religiosa,Mujer,1:01:00,0:58:00,1:04:00,2.68604162446802
2016-09_2017-08,Grupos de edad,De 76 años y más,Actividades conexas a las actividades personales,Total,1:02:00,0:50:00,1:14:00,9.776597130835
