Ambito,Codigo,Tipo,Concepto,Partido,Votos,Porcentaje
TOLIMA,73,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,621,0.09
TOLIMA,73,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,458,0.06
TOLIMA,73,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,370,0.05
TOLIMA,73,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,190,0.02
TOLIMA,73,Escrutinio,Votos en blanco,,11758,1.74
TOLIMA,73,Escrutinio,Votos nulos,,9281,1.35
TOLIMA,73,Escrutinio,No marcados,,1757,0.25
TOLIMA,73,Escrutinio,Abstención,,487452,41.63
VALLE,76,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,1119914,53.17
VALLE,76,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,710909,33.75
VALLE,76,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,118541,5.62
VALLE,76,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,77283,3.66
VALLE,76,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,15406,0.73
VALLE,76,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,12664,0.6
VALLE,76,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,3227,0.15
VALLE,76,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,2085,0.09
VALLE,76,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",1734,0.08
VALLE,76,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,1560,0.07
VALLE,76,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,1522,0.07
VALLE,76,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,825,0.03
VALLE,76,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,534,0.02
VALLE,76,Escrutinio,Votos en blanco,,39997,1.89
VALLE,76,Escrutinio,Votos nulos,,23275,1.09
VALLE,76,Escrutinio,No marcados,,3761,0.17
VALLE,76,Escrutinio,Abstención,,1659953,43.76
VAUPES,97,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,6932,75.52
VAUPES,97,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,1379,15.02
VAUPES,97,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,344,3.74
VAUPES,97,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,147,1.6
VAUPES,97,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,69,0.75
VAUPES,97,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,53,0.57
VAUPES,97,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,52,0.56
VAUPES,97,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,17,0.18
VAUPES,97,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,16,0.17
VAUPES,97,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",12,0.13
VAUPES,97,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,8,0.08
VAUPES,97,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,5,0.05
VAUPES,97,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,3,0.03
VAUPES,97,Escrutinio,Votos en blanco,,141,1.53
VAUPES,97,Escrutinio,Votos nulos,,46,0.49
VAUPES,97,Escrutinio,No marcados,,30,0.32
VAUPES,97,Escrutinio,Abstención,,16856,64.55
VICHADA,99,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,9769,45.84
VICHADA,99,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,9334,43.8
VICHADA,99,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,954,4.47
VICHADA,99,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,312,1.46
VICHADA,99,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,293,1.37
VICHADA,99,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,92,0.43
VICHADA,99,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,70,0.32
VICHADA,99,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,35,0.16
VICHADA,99,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,35,0.16
VICHADA,99,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,29,0.13
VICHADA,99,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",25,0.11
VICHADA,99,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,19,0.08
VICHADA,99,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,6,0.02
VICHADA,99,Escrutinio,Votos en blanco,,334,1.56
VICHADA,99,Escrutinio,Votos nulos,,169,0.78
VICHADA,99,Escrutinio,No marcados,,95,0.44
VICHADA,99,Escrutinio,Abstención,,35784,62.39
